country,geometry_type,invalid_geometry_count,parsed_geometry_count,parse_error_count
Suriname,MultiPolygon,0,13400,0
Suriname,Point,0,1192,0
Suriname,Polygon,0,1,0
Sweden,ALL_TYPES,0,1193152,0
Sweden,LineString,0,506027,0
Sweden,MultiPolygon,0,538965,0
Sweden,Point,0,147933,0
Sweden,Polygon,0,227,0
Switzerland,ALL_TYPES,0,763330,0
Switzerland,LineString,0,227960,0
Switzerland,MultiPolygon,0,233566,0
Switzerland,Point,0,301673,0
Switzerland,Polygon,0,131,0
Syrian Arab Republic,ALL_TYPES,0,35405,0
Syrian Arab Republic,LineString,0,11114,0
Syrian Arab Republic,MultiPolygon,0,11867,0
Syrian Arab Republic,Point,0,12351,0
Syrian Arab Republic,Polygon,0,73,0
Taiwan,ALL_TYPES,0,371853,0
Taiwan,LineString,0,126935,0
Taiwan,MultiPolygon,0,137529,0
Taiwan,Point,0,107389,0
Tajikistan,ALL_TYPES,0,46830,0
Tajikistan,LineString,0,20180,0
Tajikistan,MultiPolygon,0,20721,0
Tajikistan,Point,0,5864,0
Tajikistan,Polygon,0,65,0
Tanzania,ALL_TYPES,2,109893,0
Tanzania,LineString,0,28007,0
Tanzania,MultiPolygon,1,28981,0
Tanzania,Point,0,52772,0
Tanzania,Polygon,1,133,0
Thailand,ALL_TYPES,0,401379,0
Thailand,LineString,0,146844,0
Thailand,MultiPolygon,0,151320,0
Thailand,Point,0,103215,0
Timor-Leste,ALL_TYPES,0,79,0
Timor-Leste,MultiPolygon,0,7,0
Timor-Leste,Polygon,0,72,0
Togo,ALL_TYPES,0,19510,0
Togo,LineString,0,3149,0
Togo,MultiPolygon,0,3243,0
Togo,Point,0,13073,0
Togo,Polygon,0,45,0
Tokelau,ALL_TYPES,0,5,0
Tokelau,MultiPolygon,0,5,0
Tonga,ALL_TYPES,0,13,0
Tonga,MultiPolygon,0,13,0
Tunisia,ALL_TYPES,0,36033,0
Tunisia,LineString,0,10380,0
Tunisia,MultiPolygon,0,12966,0
Tunisia,Point,0,12396,0
Tunisia,Polygon,0,291,0
Turkey,ALL_TYPES,0,455971,0
Turkey,LineString,0,153829,0
Turkey,MultiPolygon,0,173056,0
Turkey,Point,0,128068,0
Turkey,Polygon,0,1018,0
Turkmenistan,ALL_TYPES,0,64512,0
Turkmenistan,LineString,0,30046,0
Turkmenistan,MultiPolygon,0,30463,0
Turkmenistan,Point,0,3998,0
Turkmenistan,Polygon,0,5,0
Tuvalu,ALL_TYPES,0,25,0
Tuvalu,MultiPolygon,0,21,0
Tuvalu,Polygon,0,4,0
Uganda,ALL_TYPES,0,162558,0
Uganda,LineString,0,43351,0
Uganda,MultiPolygon,0,46536,0
Uganda,Point,0,72549,0
Uganda,Polygon,0,122,0
Ukraine,ALL_TYPES,0,1673744,0
Ukraine,LineString,0,728794,0
Ukraine,MultiPolygon,0,776249,0
Ukraine,Point,0,168568,0
Ukraine,Polygon,0,133,0
United Kingdom,ALL_TYPES,0,4006225,0
United Kingdom,LineString,0,1623742,0
United Kingdom,MultiPolygon,0,1685979,0
United Kingdom,Point,0,696373,0
United Kingdom,Polygon,0,131,0
United States of America,ALL_TYPES,6,8183020,0
United States of America,LineString,0,3178114,0
United States of America,MultiPolygon,0,3285710,0
United States of America,Point,0,1716240,0
United States of America,Polygon,6,2956,0
Uruguay,ALL_TYPES,0,34353,0
Uruguay,LineString,0,11124,0
Uruguay,MultiPolygon,0,13510,0
Uruguay,Point,0,9705,0
Uruguay,Polygon,0,14,0
Uzbekistan,ALL_TYPES,0,108073,0
Uzbekistan,LineString,0,39750,0
Uzbekistan,MultiPolygon,0,41221,0
Uzbekistan,Point,0,26902,0
Uzbekistan,Polygon,0,200,0
Vanuatu,ALL_TYPES,0,7,0
Vanuatu,MultiPolygon,0,7,0
Venezuela,ALL_TYPES,0,85837,0
Venezuela,LineString,0,30011,0
Venezuela,MultiPolygon,0,36524,0
Venezuela,Point,0,18957,0
Venezuela,Polygon,0,345,0
Viet Nam,ALL_TYPES,0,193912,0
Viet Nam,LineString,0,68487,0
Viet Nam,MultiPolygon,0,75106,0
Viet Nam,Point,0,49618,0
Viet Nam,Polygon,0,701,0
Wallis and Futuna,ALL_TYPES,0,489,0
Wallis and Futuna,LineString,0,207,0
Wallis and Futuna,MultiPolygon,0,235,0
Wallis and Futuna,Point,0,47,0
Yemen,ALL_TYPES,0,21504,0
Yemen,LineString,0,4520,0
Yemen,MultiPolygon,0,5138,0
Yemen,Point,0,11530,0
Yemen,Polygon,0,316,0
Zambia,ALL_TYPES,0,60920,0
Zambia,LineString,0,16838,0
Zambia,MultiPolygon,0,21665,0
Zambia,Point,0,22290,0
Zambia,Polygon,0,127,0
Zimbabwe,ALL_TYPES,0,30413,0
Zimbabwe,LineString,0,12985,0
Zimbabwe,MultiPolygon,0,13590,0
Zimbabwe,Point,0,3770,0
Zimbabwe,Polygon,0,68,0
